TrialNumber,FrameNumber,MousePositionX,MousePositionY,TrackingAccuracy
8,6567,1130,534,9.938927
8,6568,1133,534,9.118306
8,6569,1137,534,8.131849
8,6570,1139,534,8.020238
8,6571,1141,534,7.931613
8,6572,1143,534,7.866708
8,6573,1145,534,7.826222
8,6574,1145,535,7.364564
8,6575,1146,535,7.539915
8,6576,1148,535,7.398388
8,6577,1151,535,7.109151
8,6578,1153,535,7.07717
8,6579,1155,535,7.0726
8,6580,1158,534,7.970177
8,6581,1159,534,7.87783
8,6582,1160,534,7.824443
8,6583,1162,534,7.863329
8,6584,1163,534,7.81823
8,6585,1165,534,7.850562
8,6586,1166,534,7.813802
8,6587,1167,534,7.816926
8,6588,1170,534,7.889868
8,6589,1174,534,8.582952
8,6590,1178,534,9.849155
8,6591,1179,534,9.518941
8,6592,1180,534,9.210835
8,6593,1180,534,8.488157
8,6594,1181,534,8.285246
8,6595,1183,534,8.442816
8,6596,1185,534,8.619975
8,6597,1187,535,8.167976
8,6598,1189,535,8.397622
8,6599,1192,535,9.254848
8,6600,1195,535,10.2439
8,6601,1197,535,10.56768
8,6602,1197,535,9.466779
8,6603,1197,535,8.510474
8,6604,1197,535,7.751939
8,6605,1199,535,7.94288
8,6606,1201,535,8.153412
8,6607,1203,535,8.381724
8,6608,1206,535,9.235817
8,6609,1208,535,9.52577
8,6610,1209,535,9.160636
8,6611,1210,535,8.816062
8,6612,1211,535,8.494071
8,6613,1212,535,8.197586
8,6614,1214,535,8.429506
8,6615,1216,535,8.677485
8,6616,1218,535,8.940354
8,6617,1219,535,8.609879
8,6618,1220,535,8.303672
8,6619,1221,535,8.024935
8,6620,1222,535,7.776237
8,6621,1224,535,7.969852
8,6622,1225,535,7.728062
8,6623,1226,535,7.519942
8,6624,1226,535,7.141463
8,6625,1227,535,7.084847
8,6626,1228,535,7.072041
8,6627,1230,535,7.078491
8,6628,1232,535,7.112344
8,6629,1235,535,7.407241
8,6630,1236,535,7.260477
8,6631,1237,535,7.154377
8,6632,1238,535,7.090878
8,6633,1240,535,7.137435
8,6634,1243,535,7.471163
8,6635,1246,535,8.052924
8,6636,1250,535,9.46686
8,6637,1252,535,9.765667
8,6638,1254,535,10.07518
8,6639,1255,535,9.684961
8,6640,1256,535,9.311954
8,6641,1257,535,8.958536
8,6642,1259,535,9.235895
8,6643,1261,535,9.525852
8,6644,1263,535,9.826832
8,6645,1264,535,9.447244
8,6646,1266,535,9.745567
8,6647,1268,535,10.05416
8,6648,1270,534,10.88995
8,6649,1272,534,11.20176
8,6650,1274,534,11.52202
8,6651,1275,534,11.11779
8,6652,1276,534,10.72718
8,6653,1276,534,9.724992
8,6654,1277,534,9.402873
8,6655,1277,534,8.632464
8,6656,1278,534,8.409739
8,6657,1280,534,8.583054
8,6658,1281,534,8.366732
8,6659,1282,534,8.183046
8,6660,1283,534,8.033989
8,6661,1284,534,7.921653
8,6662,1285,534,7.847651
8,6663,1285,534,7.850475
8,6664,1286,534,7.926456
8,6665,1287,534,8.040703
8,6666,1288,534,8.191579
8,6667,1288,534,8.788134
8,6668,1289,534,9.058014
8,6669,1290,534,9.353545
8,6670,1291,534,9.672161
8,6671,1293,534,9.41874
8,6672,1294,534,9.741965
8,6673,1297,534,8.955472
8,6674,1300,534,8.345554
8,6675,1302,534,8.200423
8,6676,1304,534,8.07693
8,6677,1307,534,7.834607
8,6678,1309,534,7.81223
8,6679,1311,534,7.814749
8,6680,1313,534,7.842143
8,6681,1315,534,7.894108
8,6682,1318,534,8.22806
8,6683,1320,534,8.377415
8,6684,1322,534,8.546831
8,6685,1323,534,8.335489
8,6686,1324,534,8.157146
8,6687,1324,534,7.850562
8,6688,1325,534,7.813813
8,6689,1326,534,7.816926
8,6690,1328,534,7.811141
8,6691,1332,534,8.218928
8,6692,1334,534,8.366776
8,6693,1336,534,8.534877
8,6694,1337,534,8.325341
8,6695,1339,534,8.488157
8,6696,1340,534,8.285369
8,6697,1341,534,8.115929
8,6698,1342,534,7.982113
8,6699,1344,534,8.084762
8,6700,1346,534,8.209777
8,6701,1348,534,8.356227
8,6702,1349,534,8.174316
8,6703,1350,534,8.027145
8,6704,1351,534,7.91685
8,6705,1352,534,7.844837
8,6706,1354,534,7.89842
8,6707,1355,534,7.834684
8,6708,1355,534,7.866693
8,6709,1357,534,7.826214
8,6710,1361,534,8.048011
8,6711,1365,534,8.955951
8,6712,1368,534,9.742767
8,6713,1370,534,10.01267
8,6714,1371,534,9.672737
8,6715,1373,534,9.939531
8,6716,1373,534,9.058509
8,6717,1376,534,9.867255
8,6718,1380,534,11.5222
8,6719,1384,534,13.41927
8,6720,1388,534,15.46996
8,6721,1390,534,15.85223
8,6722,1392,534,16.23748
8,6723,1393,534,15.75004
8,6724,1394,534,15.26716
8,6725,1395,534,14.78996
8,6726,1397,534,15.16627
8,6727,1399,534,15.54599
8,6728,1401,534,15.9292
8,6729,1402,534,15.44447
8,6730,1403,534,14.96492
8,6731,1404,534,14.49137
8,6732,1405,534,14.02377
8,6733,1405,534,12.75883
