trialID,TrialNumber,FrameNumber,MousePositionX,MousePositionY,TrackingAccuracy
0,0,916,1231,535,11.53539
0,0,917,1233,535,11.88703
0,0,918,1236,535,13.07351
0,0,919,1237,535,12.6072
0,0,920,1238,534,12.59317
0,0,921,1239,534,12.15964
0,0,922,1240,534,11.7369
0,0,923,1242,534,12.06968
0,0,924,1244,534,12.40931
0,0,925,1245,534,11.98021
0,0,926,1246,534,11.5622
0,0,927,1246,534,10.46588
0,0,928,1247,534,10.10249
0,0,929,1248,534,9.757602
0,0,930,1249,534,9.433228
0,0,931,1250,534,9.131561
0,0,932,1251,534,8.854921
0,0,933,1251,535,7.538644
0,0,934,1252,535,7.363575
0,0,935,1254,535,7.498658
0,0,936,1255,535,7.331576
0,0,937,1257,535,7.460314
0,0,938,1258,536,6.656574
0,0,939,1259,536,6.526014
0,0,940,1261,536,6.625411
0,0,941,1262,536,6.50431
0,0,942,1263,536,6.4297
0,0,943,1265,536,6.484688
0,0,944,1267,536,6.568871
0,0,945,1269,536,6.681201
0,0,946,1270,537,5.984882
0,0,947,1272,537,6.099456
0,0,948,1273,537,5.959468
0,0,949,1275,537,6.065969
0,0,950,1277,537,6.202093
0,0,951,1278,537,6.034592
0,0,952,1280,537,6.16299
0,0,953,1283,537,6.76841
0,0,954,1285,537,7.002738
0,0,955,1287,537,7.256346
0,0,956,1289,537,7.527285
0,0,957,1290,537,7.186925
0,0,958,1292,537,7.453424
0,0,959,1293,537,7.118703
0,0,960,1294,537,6.813585
0,0,961,1296,537,7.051858
0,0,962,1298,537,7.309074
0,0,963,1300,537,7.583329
0,0,964,1302,537,7.872614
0,0,965,1303,537,7.508561
0,0,966,1304,537,7.169696
0,0,967,1305,537,6.85953
0,0,968,1305,537,6.18217
0,0,969,1305,537,5.851955
0,0,970,1306,537,5.831299
0,0,971,1307,537,5.864079
0,0,972,1309,537,5.833769
0,0,973,1311,537,5.83674
0,0,974,1313,537,5.87293
0,0,975,1314,537,5.832686
0,0,976,1315,537,5.845817
0,0,977,1316,537,5.912002
0,0,978,1318,537,5.85538
0,0,979,1319,537,5.932534
0,0,980,1321,537,5.867302
0,0,981,1323,537,5.834762
0,0,982,1325,537,5.835495
0,0,983,1327,537,5.869477
0,0,984,1328,537,5.83204
0,0,985,1330,537,5.857183
0,0,986,1331,537,5.830954
0,0,987,1333,537,5.847232
0,0,988,1334,537,5.832245
0,0,989,1336,537,5.839636
0,0,990,1339,537,6.090641
0,0,991,1341,537,6.232416
0,0,992,1344,536,7.366345
0,0,993,1346,536,7.594205
0,0,994,1348,536,7.840231
0,0,995,1350,536,8.102748
0,0,996,1352,536,8.380424
0,0,997,1353,536,8.031249
0,0,998,1354,536,7.706816
0,0,999,1356,536,7.960843
0,0,1000,1358,536,8.230552
0,0,1001,1360,536,8.514654
0,0,1002,1362,536,8.811777
0,0,1003,1363,536,8.437632
0,0,1004,1364,536,8.084828
0,0,1005,1366,536,8.361474
0,0,1006,1368,536,8.65178
0,0,1007,1369,536,8.286288
0,0,1008,1371,536,8.573086
0,0,1009,1372,536,8.212176
0,0,1010,1373,536,7.874259
0,0,1011,1375,536,8.138936
0,0,1012,1376,536,7.806426
0,0,1013,1376,536,7.031957
0,0,1014,1377,536,6.819975
0,0,1015,1377,536,6.451545
0,0,1016,1379,536,6.520211
0,0,1017,1380,536,6.438214
0,0,1018,1382,536,6.499059
0,0,1019,1383,536,6.427021
0,0,1020,1383,536,6.481553
0,0,1021,1384,536,6.591357
0,0,1022,1385,537,6.205344
0,0,1023,1386,537,6.418037
0,0,1024,1386,537,7.209759
0,0,1025,1387,537,7.552049
0,0,1026,1388,537,7.91887
0,0,1027,1391,537,7.024377
0,0,1028,1393,537,6.788265
0,0,1029,1396,537,6.175709
0,0,1030,1398,537,6.044707
0,0,1031,1401,537,5.832935
0,0,1032,1403,537,5.838107
0,0,1033,1405,537,5.876498
0,0,1034,1407,537,5.947449
0,0,1035,1409,537,6.049819
0,0,1036,1412,537,6.582184
0,0,1037,1414,537,6.798098
0,0,1038,1416,537,7.035081
0,0,1039,1418,537,7.29108
0,0,1040,1420,537,7.564242
0,0,1041,1422,537,7.852633
0,0,1042,1423,537,7.489755
0,0,1043,1425,537,7.774306
0,0,1044,1428,537,8.79418
0,0,1045,1430,537,9.129111
0,0,1046,1432,537,9.472847
0,0,1047,1434,537,9.824183
0,0,1048,1435,537,9.38029
0,0,1049,1436,537,8.949378
0,0,1050,1437,537,8.533212
0,0,1051,1439,537,8.86044
0,0,1052,1441,537,9.197192
0,0,1053,1442,537,8.77218
0,0,1054,1443,537,8.362925
0,0,1055,1444,537,7.971939
0,0,1056,1445,537,7.601858
0,0,1057,1446,537,7.25591
0,0,1058,1447,537,6.937933
0,0,1059,1448,537,6.651703
0,0,1060,1448,537,6.057694
0,0,1061,1449,537,5.930719
0,0,1062,1451,537,6.026895
0,0,1063,1452,537,5.910338
0,0,1064,1454,537,5.998242
0,0,1065,1455,537,5.89226
0,0,1066,1457,537,5.97174
0,0,1067,1459,537,6.082243
0,0,1068,1459,537,5.83347
0,0,1069,1461,537,5.863038
0,0,1070,1463,537,5.925395
0,0,1071,1465,537,6.019552
0,0,1072,1467,537,6.143959
0,0,1073,1469,537,6.296956
0,0,1074,1471,537,6.476406
0,0,1075,1473,537,6.680156
0,0,1076,1475,537,6.906292
0,0,1077,1476,537,6.623591
0,0,1078,1478,537,6.843889
0,0,1079,1479,537,6.568644
0,0,1080,1480,537,6.330755
0,0,1081,1481,537,6.13479
0,0,1082,1483,537,6.285908
0,0,1083,1486,537,6.953919
0,0,1084,1488,537,7.203804
0,0,1085,1489,537,6.890507
0,0,1086,1490,537,6.609745
0,0,1087,1490,537,6.034403
0,0,1088,1491,537,5.915215
0,0,1089,1492,537,5.847241
0,0,1090,1494,537,5.896564
0,0,1091,1496,537,5.97816
0,0,1092,1498,537,6.090677
0,0,1093,1499,537,5.953338
0,0,1094,1500,537,5.866185
0,0,1095,1501,537,5.831546
0,0,1096,1502,537,5.850315
0,0,1097,1504,537,5.831054
0,0,1098,1505,537,5.861042
0,0,1099,1507,537,5.832935
0,0,1100,1509,537,5.838112
0,0,1101,1511,537,5.876513
0,0,1102,1512,537,5.83347
0,0,1103,1514,537,5.863051
0,0,1104,1515,537,5.831201
0,0,1105,1517,537,5.851924
0,0,1106,1519,537,5.905623
0,0,1107,1521,537,5.991411
0,0,1108,1523,537,6.107972
0,0,1109,1525,537,6.253478
0,0,1110,1526,537,6.073974
0,0,1111,1527,537,5.941748
0,0,1112,1528,537,5.860038
0,0,1113,1531,537,6.172378
0,0,1114,1533,536,6.861419
0,0,1115,1535,536,7.032007
0,0,1116,1536,536,6.820017
0,0,1117,1537,536,6.648364
0,0,1118,1538,536,6.520257
0,0,1119,1539,536,6.438227
0,0,1120,1540,536,6.404116
0,0,1121,1541,536,6.41865
0,0,1122,1542,536,6.481534
0,0,1123,1543,536,6.591299
0,0,1124,1545,536,6.500801
0,0,1125,1546,536,6.620234
0,0,1126,1548,536,6.52213
0,0,1127,1549,536,6.651098
0,0,1128,1550,536,6.82347
0,0,1129,1552,536,6.683856
0,0,1130,1554,536,6.570948
0,0,1131,1555,536,6.718547
0,0,1132,1557,536,6.59837
0,0,1133,1558,536,6.755073
0,0,1134,1559,536,6.953358
0,0,1135,1561,536,6.793477
0,0,1136,1563,536,6.659082
0,0,1137,1565,536,6.551719
0,0,1138,1567,536,6.472635
0,0,1139,1569,536,6.423008
0,0,1140,1571,536,6.403442
0,0,1141,1573,536,6.414239
0,0,1142,1574,536,6.405696
0,0,1143,1576,536,6.408391
0,0,1144,1576,536,6.533574
0,0,1145,1578,536,6.460341
0,0,1146,1579,536,6.557986
0,0,1147,1581,536,6.477018
0,0,1148,1583,536,6.425378
0,0,1149,1584,536,6.495785
0,0,1150,1585,536,6.612793
0,0,1151,1587,536,6.5166
0,0,1152,1588,536,6.6432
0,0,1153,1589,536,6.813318
0,0,1154,1590,536,7.024007
0,0,1155,1591,536,7.271535
0,0,1156,1592,536,7.552423
0,0,1157,1593,536,7.86305
0,0,1158,1595,536,7.615477
0,0,1159,1596,536,7.931928
0,0,1160,1597,536,8.273982
0,0,1161,1598,536,8.638822
0,0,1162,1600,536,8.349084
0,0,1163,1601,536,8.718168
0,0,1164,1602,536,9.106768
0,0,1165,1604,536,8.798454
0,0,1166,1606,536,8.501953
0,0,1167,1607,536,8.879574
0,0,1168,1609,536,8.579826
0,0,1169,1612,536,7.696099
0,0,1170,1615,536,6.999977
0,0,1171,1618,536,6.551693
0,0,1172,1620,536,6.472635
0,0,1173,1622,536,6.422998
0,0,1174,1624,536,6.403442
0,0,1175,1627,535,7.204004
0,0,1176,1629,535,7.301186
0,0,1177,1632,535,7.786274
0,0,1178,1635,535,8.491164
0,0,1179,1637,535,8.743059
0,0,1180,1640,535,9.661305
0,0,1181,1641,535,9.289512
0,0,1182,1642,535,8.937218
0,0,1183,1642,535,8.078587
0,0,1184,1642,535,7.450719
0,0,1185,1643,535,7.293944
0,0,1186,1643,535,7.074819
0,0,1187,1644,535,7.078688
0,0,1188,1645,535,7.126509
0,0,1189,1646,535,7.217437
0,0,1190,1647,535,7.3498
0,0,1191,1648,535,7.52148
0,0,1192,1649,535,7.729836
0,0,1193,1650,535,7.971993
0,0,1194,1651,535,8.244973
0,0,1195,1651,536,8.63874
0,0,1196,1653,536,8.349084
0,0,1197,1654,536,8.718168
0,0,1198,1656,536,8.425005
0,0,1199,1658,536,8.14527
0,0,1200,1660,536,7.880089
0,0,1201,1663,536,7.136873
0,0,1202,1665,536,6.95331
0,0,1203,1668,536,6.527764
0,0,1204,1670,536,6.456501
0,0,1205,1672,536,6.414821
0,0,1206,1674,536,6.403352
0,0,1207,1675,536,6.422998
0,0,1208,1676,536,6.490879
0,0,1209,1678,536,6.433318
0,0,1210,1679,536,6.511176
0,0,1211,1681,536,6.44577
0,0,1212,1682,536,6.53355
0,0,1213,1683,536,6.667187
0,0,1214,1684,536,6.844025
0,0,1215,1686,537,6.156458
0,0,1216,1687,537,6.357884
0,0,1217,1689,537,6.195259
0,0,1218,1692,537,5.867275
0,0,1219,1693,537,5.95534
0,0,1220,1694,537,6.093541
0,0,1221,1695,537,6.278639
0,0,1222,1697,537,6.12871
0,0,1223,1699,537,6.007582
0,0,1224,1702,537,5.830954
0,0,1225,1706,537,6.319498
0,0,1226,1708,538,6.105708
1,1,1559,961,539,5.196152
1,1,1560,961,539,5.705055
1,1,1561,961,539,5.196152
1,1,1562,961,539,5.129545
1,1,1563,961,539,5.521305
1,1,1564,961,539,6.286235
1,1,1565,961,539,7.308183
1,1,1566,961,539,8.494813
1,1,1567,961,539,9.786371
1,1,1568,961,539,11.14658
1,1,1569,961,539,12.55302
1,1,1570,961,539,13.99186
1,1,1571,961,539,15.45389
1,1,1572,961,539,16.93324
1,1,1573,961,539,18.42576
1,1,1574,961,539,19.92833
1,1,1575,961,539,21.43905
1,1,1576,961,539,22.95615
1,1,1577,962,539,23.5013
1,1,1578,962,538,25.08521
1,1,1579,965,538,23.67967
1,1,1580,967,538,23.25035
1,1,1581,970,538,21.85086
1,1,1582,974,537,19.62222
1,1,1583,977,537,18.25113
1,1,1584,980,536,17.09766
1,1,1585,983,536,15.77073
1,1,1586,985,535,15.65862
1,1,1587,986,535,16.15926
1,1,1588,987,535,16.66355
1,1,1589,988,535,17.17116
1,1,1590,990,535,16.77018
1,1,1591,991,535,17.27852
1,1,1592,993,534,17.19981
1,1,1593,995,534,16.8079
1,1,1594,998,534,15.54621
1,1,1595,1001,534,14.31849
1,1,1596,1004,534,13.1341
1,1,1597,1007,534,12.00606
1,1,1598,1010,534,10.95176
1,1,1599,1014,534,9.403008
1,1,1600,1017,534,8.683454
1,1,1601,1020,534,8.157234
1,1,1602,1023,534,7.863386
1,1,1603,1027,534,7.9584
1,1,1604,1032,534,9.257331
1,1,1605,1043,535,16.05211
1,1,1606,1044,535,15.55236
1,1,1607,1046,535,15.94666
1,1,1608,1049,535,17.25012
1,1,1609,1051,535,17.65344
1,1,1610,1053,536,17.8076
1,1,1611,1055,536,18.21995
1,1,1612,1057,536,18.63361
1,1,1613,1059,536,19.04851
1,1,1614,1061,537,19.28392
1,1,1615,1062,537,18.75188
1,1,1616,1063,537,18.22169
1,1,1617,1064,537,17.69315
1,1,1618,1065,537,17.1664
1,1,1619,1066,537,16.64199
1,1,1620,1068,537,17.05588
1,1,1621,1069,537,16.53171
1,1,1622,1071,537,16.94534
1,1,1623,1073,537,17.36012
1,1,1624,1074,537,16.83479
1,1,1625,1076,537,17.24944
1,1,1626,1077,537,16.72445
1,1,1627,1079,537,17.13862
1,1,1628,1080,537,16.61421
1,1,1629,1081,537,16.09211
1,1,1630,1082,537,15.57257
1,1,1631,1084,537,15.98249
1,1,1632,1087,537,17.33229
1,1,1633,1088,537,16.80697
1,1,1634,1089,537,16.28411
1,1,1635,1089,537,14.83913
1,1,1636,1090,537,14.32682
1,1,1637,1091,537,13.81834
1,1,1638,1092,537,13.31367
1,1,1639,1092,537,11.93184
1,1,1640,1092,537,10.59933
1,1,1641,1093,537,10.13722
1,1,1642,1095,537,10.50116
1,1,1643,1096,537,10.04129
1,1,1644,1097,537,9.59172
1,1,1645,1098,537,9.154307
1,1,1646,1098,537,8.014354
1,1,1647,1099,537,7.641792
1,1,1648,1099,537,6.74001
1,1,1649,1099,537,6.108881
1,1,1650,1100,537,5.96613
1,1,1651,1101,537,5.87328
1,1,1652,1103,537,5.942335
1,1,1653,1105,537,6.042877
1,1,1654,1106,537,5.920763
1,1,1655,1106,537,5.855114
1,1,1656,1106,537,6.19427
1,1,1657,1106,537,6.878695
1,1,1658,1107,536,7.662004
1,1,1659,1109,536,7.428938
1,1,1660,1111,536,7.215273
1,1,1661,1112,536,7.48923
1,1,1662,1114,536,7.270263
1,1,1663,1116,535,7.682004
1,1,1664,1117,535,7.917131
1,1,1665,1119,535,7.728752
1,1,1666,1120,535,7.970754
1,1,1667,1122,534,8.454686
1,1,1668,1123,534,8.68404
1,1,1669,1125,534,8.500491
1,1,1670,1127,534,8.336172
1,1,1671,1129,534,8.192389
1,1,1672,1132,534,7.878118
1,1,1673,1134,534,7.832546
1,1,1674,1135,533,8.678792
1,1,1675,1137,533,8.631442
1,1,1676,1138,533,8.695144
1,1,1677,1140,533,8.641895
1,1,1678,1142,533,8.610931
1,1,1679,1144,533,8.60251
1,1,1680,1145,533,8.616993
1,1,1681,1147,533,8.602545
1,1,1682,1148,533,8.624657
1,1,1683,1148,533,8.874028
1,1,1684,1149,533,9.027523
1,1,1685,1151,533,8.903655
1,1,1686,1153,533,8.800182
1,1,1687,1155,533,8.717853
1,1,1688,1159,533,8.663382
1,1,1689,1161,533,8.726667
1,1,1690,1164,533,9.080853
1,1,1691,1165,533,8.917597
1,1,1692,1167,533,9.043882
1,1,1693,1169,533,9.18959
1,1,1694,1171,533,9.353936
1,1,1695,1172,533,9.14886
1,1,1696,1174,533,9.308302
1,1,1697,1176,533,9.485649
1,1,1698,1179,533,10.17715
1,1,1699,1180,533,9.889817
1,1,1700,1182,533,10.11476
1,1,1701,1183,533,9.832292
1,1,1702,1185,533,10.05336
1,1,1703,1186,533,9.775845
1,1,1704,1187,533,9.523072
1,1,1705,1190,533,10.22452
1,1,1706,1192,533,10.46955
1,1,1707,1194,533,10.72713
1,1,1708,1196,533,10.99639
1,1,1709,1198,533,11.27648
1,1,1710,1199,533,10.92347
1,1,1711,1200,533,10.58821
1,1,1712,1202,533,10.85134
1,1,1713,1204,533,11.12568
1,1,1714,1205,533,10.78002
1,1,1715,1206,533,10.45274
1,1,1716,1207,533,10.14564
1,1,1717,1209,533,10.38634
1,1,1718,1210,533,10.08374
1,1,1719,1211,533,9.803757
1,1,1720,1212,533,9.548302
1,1,1721,1212,534,8.226871
1,1,1722,1212,534,7.877352
1,1,1723,1213,534,7.824209
1,1,1724,1214,534,7.810788
1,1,1725,1215,534,7.837293
1,1,1726,1217,534,7.813055
1,1,1727,1218,534,7.847937
1,1,1728,1219,534,7.922184
1,1,1729,1220,534,8.034705
1,1,1730,1221,534,8.183922
1,1,1731,1223,534,8.063167
1,1,1732,1226,534,7.830471
1,1,1733,1228,534,7.811192
1,1,1734,1230,534,7.816795
1,1,1735,1232,534,7.847247
1,1,1736,1233,534,7.812865
1,1,1737,1234,534,7.81839
1,1,1738,1236,534,7.810708
1,1,1739,1238,534,7.827918
1,1,1740,1239,534,7.81032
1,1,1741,1241,534,7.820897
1,1,1742,1243,534,7.856272
1,1,1743,1245,534,7.916092
1,1,1744,1248,534,8.274104
1,1,1745,1250,534,8.430032
1,1,1746,1251,534,8.235967
1,1,1747,1253,534,8.386454
1,1,1748,1255,534,8.557025
1,1,1749,1256,534,8.344265
1,1,1750,1258,534,8.509624
1,1,1751,1260,534,8.694204
1,1,1752,1262,534,8.896791
1,1,1753,1263,534,8.643153
1,1,1754,1264,534,8.418913
1,1,1755,1265,534,8.22664
1,1,1756,1266,534,8.068563
1,1,1757,1267,534,7.946724
1,1,1758,1268,534,7.862806
1,1,1759,1270,534,7.925853
1,1,1760,1271,535,7.115052
1,1,1761,1272,535,7.074839
1,1,1762,1274,535,7.102951
1,1,1763,1275,535,7.071977
1,1,1764,1277,535,7.092781
1,1,1765,1279,535,7.140831
1,1,1766,1280,535,7.084552
1,1,1767,1283,535,7.316189
1,1,1768,1285,535,7.44169
1,1,1769,1287,535,7.590718
1,1,1770,1288,535,7.405824
1,1,1771,1290,535,7.548766
1,1,1772,1293,535,8.165594
1,1,1773,1295,536,7.840583
1,1,1774,1297,536,8.103271
1,1,1775,1299,536,8.380817
1,1,1776,1300,536,8.031617
1,1,1777,1301,536,7.707156
1,1,1778,1302,536,7.410683
1,1,1779,1303,536,7.145683
1,1,1780,1305,537,6.859594
1,1,1781,1306,537,6.582411
1,1,1782,1308,537,6.798349
1,1,1783,1308,537,6.144113
1,1,1784,1309,537,5.991496
1,1,1785,1310,537,5.888167
1,1,1786,1311,537,5.836746
1,1,1787,1311,537,5.973856
1,1,1788,1312,537,6.119716
1,1,1789,1313,537,6.311853
1,1,1790,1313,537,7.057217
1,1,1791,1314,537,7.386392
1,1,1792,1316,537,7.124169
1,1,1793,1318,537,6.880185
1,1,1794,1321,537,6.235958
1,1,1795,1322,537,6.455307
1,1,1796,1324,537,6.278684
1,1,1797,1325,537,6.506663
1,1,1798,1327,537,6.323269
1,1,1799,1329,536,6.709698
1,1,1800,1332,536,6.427891
1,1,1801,1334,536,6.404299
1,1,1802,1337,536,6.537461
1,1,1803,1340,536,6.972491
1,1,1804,1343,536,7.658118
1,1,1805,1345,535,8.45853
1,1,1806,1347,535,8.708443
1,1,1807,1349,535,8.973096
1,1,1808,1351,535,9.251147
1,1,1809,1353,535,9.541655
1,1,1810,1356,535,10.56332
1,1,1811,1358,535,10.89497
1,1,1812,1361,535,12.02789
1,1,1813,1363,535,12.38738
1,1,1814,1365,535,12.75209
1,1,1815,1366,535,12.29094
1,1,1816,1367,535,11.83812
1,1,1817,1367,535,10.62878
1,1,1818,1368,535,10.21841
1,1,1819,1369,535,9.82251
1,1,1820,1370,535,9.443116
1,1,1821,1372,535,9.7412
1,1,1822,1374,535,10.04965
1,1,1823,1376,535,10.36778
1,1,1824,1378,535,10.69465
1,1,1825,1379,535,10.28195
1,1,1826,1380,535,9.883802
1,1,1827,1381,535,9.501678
1,1,1828,1383,535,9.80186
1,1,1829,1386,535,10.84982
1,1,1830,1389,535,11.97965
1,1,1831,1391,535,12.33852
1,1,1832,1393,535,12.70256
1,1,1833,1394,535,12.24227
1,1,1834,1396,535,12.60487
1,1,1835,1398,535,12.97244
1,1,1836,1399,535,12.50763
1,1,1837,1401,536,12.51942
1,1,1838,1402,536,12.0427
1,1,1839,1403,536,11.57311
1,1,1840,1405,536,11.94309
1,1,1841,1407,536,12.31776
1,1,1842,1408,537,11.54464
1,1,1843,1409,537,11.06592
1,1,1844,1410,537,10.59495
1,1,1845,1412,537,10.96598
1,1,1846,1412,537,9.681326
1,1,1847,1414,537,10.03701
1,1,1848,1415,538,9.323153
1,1,1849,1417,538,9.68663
1,1,1850,1418,538,9.227343
1,1,1851,1419,538,8.77951
1,1,1852,1421,538,9.132044
1,1,1853,1422,538,8.686872
1,1,1854,1424,538,9.037077
1,1,1855,1426,539,9.234098
1,1,1856,1427,539,8.773516
1,1,1857,1429,539,9.13612
1,1,1858,1431,539,9.505369
1,1,1859,1432,539,9.038615
1,1,1860,1434,539,9.406167
1,1,1861,1435,539,8.941699
1,1,1862,1437,539,9.307501
1,1,1863,1440,539,10.54265
1,1,1864,1442,539,10.93086
1,1,1865,1444,539,11.32285
1,1,1866,1445,539,10.82691
1,1,1867,1447,539,11.21801
1,1,1868,1448,539,10.72314
1,1,1869,1450,539,11.11322
1,1,1870,1451,539,10.61977
1,1,1871,1453,538,11.14421
1,1,1872,1454,538,10.65837
1,1,1873,1455,538,10.17992
1,1,1874,1456,538,9.710082
1,1,1875,1457,538,9.250355
1,1,1876,1458,538,8.801991
1,1,1877,1460,538,9.154833
1,1,1878,1461,538,8.709111
1,1,1879,1463,538,9.059835
1,1,1880,1465,538,9.418256
1,1,1881,1466,538,8.965574
1,1,1882,1468,538,9.321957
1,1,1883,1470,538,9.685412
1,1,1884,1471,538,9.226054
1,1,1885,1473,538,9.587726
1,1,1886,1475,538,9.955912
1,1,1887,1478,537,11.41625
1,1,1888,1480,537,11.79757
1,1,1889,1483,537,13.06982
1,1,1890,1485,537,13.4662
1,1,1891,1486,536,13.23183
1,1,1892,1487,536,12.74565
1,1,1893,1488,536,12.26556
1,1,1894,1489,536,11.79253
1,1,1895,1491,536,12.16545
1,1,1896,1492,536,11.69388
1,1,1897,1494,536,12.06535
1,1,1898,1495,536,11.59549
1,1,1899,1496,536,11.13386
1,1,1900,1497,536,10.68153
1,1,1901,1499,536,11.0378
1,1,1902,1500,536,10.58747
1,1,1903,1501,536,10.14796
1,1,1904,1503,536,10.494
1,1,1905,1504,536,10.05703
1,1,1906,1505,536,9.632579
1,1,1907,1506,536,9.222568
1,1,1908,1506,536,8.172581
1,1,1909,1507,536,7.837625
1,1,1910,1508,536,7.529212
1,1,1911,1510,536,7.77029
1,1,1912,1511,536,7.467913
