trial_id,object_motion_type,object_direction,object_speed,camera_motion_type,camera_direction,camera_speed,ramp_location,duration,initial_ball_placement,initial_crosshair_placement
0,left_to_right,(-1 0),70.0,zero,(0 0),70.0,(-1 0),1.5,(0.98 0.5),(0.98 0.5)
1,right_to_left,(1 0),70.0,zero,(0 0),70.0,(-1 0),1.5,(0.02 0.5),(0.02 0.5)
2,down,(0 -1),70.0,zero,(0 0),70.0,(-1 0),1,(0.5 0.98),(0.5 0.98)
3,up,(0 1),70.0,zero,(0 0),70.0,(-1 0),1,(0.5 0.02),(0.5 0.02)
